"id","verbatim","rating","manual_label","label_confidence","issue_type","is_mixed","justification_courte"
"956","Facilité de commande, livraison rapide, article conforme à mes attentes, seul bémol je n'ai pas pu utiliser le paiement en 3 fois qui n'était pas disponible.","4","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"957","Très bien. Tout est ok","4","Positif","Moyenne","Aucun","False","Signal positif: très bien"
"958","Les articles sont de bonne qualité.","4","Positif","Moyenne","Aucun","False","Signal positif: bonne qualité"
"959","Offre intéressante et frais de port parfois réduit","4","Positif","Faible","Aucun","False","Note 4/5, satisfaction implicite"
"960","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"961","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"962","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"963","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"964","si je n'étais pas satisfaite de mes achats son votre site , je ne passerai plus de commande chez vous ! donc tout est ok pour moi !!!puisque je continue","5","Positif","Haute","Avis mixte","True","Corrigé: Négatif → Positif (double négation ou formule positive)"
"965","Super pour les prix, la rapidité de livraison...","5","Positif","Moyenne","Aucun","False","Signal positif: super"
"966","Super expérience et colis bien réceptionné","5","Positif","Haute","Aucun","False","Satisfaction claire: super expérience"
"967","Je n’ai pas toujours pas reçu ma commande donc je ne risque pas de mettre un avis positif.
Et toujours aucune nouvelle de ma réclamation","1","Négatif","Moyenne","Livraison retardée","True","Problème concret: pas reçu"
"968","Facilité de commande, rapidité de livraison ( même plus rapide que la date annoncée) emballage soigné, rien à redire sur le site par contre une des 2 boucles d’oreilles a un défaut de fermeture, c est la première fois que l article que j achète sur ce site n est pas de bonne qualité","4","Positif","Haute","Aucun","False","Satisfaction claire: rien à redire"
"969","Ravie - Je n'ai jamais été déçue de mes commandes sur Showroom privé, qualité, diversité, livraisons rapides, tout y est.","5","Positif","Haute","Avis mixte","True","Corrigé: Négatif → Positif (double négation ou formule positive)"
"970","Très bon produit","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"971","Produit de qualité, explications concernant la taille un peu justes.","4","Positif","Faible","Aucun","False","Note 4/5, satisfaction implicite"
"972","Cela fait deux fois que le livreur livre mon colis dans un point relais, alors que je paie des frais d’envoi afin que je sois livré chez moi…!!
Une meilleure connexion entre showroomprive et le service de livraison serait mieux et surtout professionnel !","2","Négatif","Faible","Livraison retardée","False","Note 2/5, insatisfaction implicite"
"973","Bon rapport qualité prix !","5","Positif","Moyenne","Aucun","False","Signal positif: bon rapport qualité"
"974","Très bien le loker est pratique, produit conforme - Très bien le loker","5","Positif","Moyenne","Aucun","False","Signal positif: pratique"
"975","Produit bien emballé, livraison rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"976","Déçue d un manque d un article faudrait le signaler des la commande pas en dernière minute - Pourquoi lorsque l on valide la commande l article est dispo et en rupture juste avant de recevoir le colis.Pas commercial","3","Négatif","Moyenne","Livraison retardée","False","Signal négatif: déçu"
"977","Showroomprive propose des bonnes choses et j'aime beaucoup le site qui est très agréable à tous les niveaux","4","Positif","Moyenne","Aucun","False","Signal positif: j'aime"
"978","Site très sympa proposant une multitude d’articles à des prix très intéressants je recommande fortement ce site","5","Positif","Haute","Aucun","False","Satisfaction claire: je recommande"
"979","Jamais été déçue","5","Positif","Haute","Aucun","False","Corrigé: Négatif → Positif (incohérence rating/sentiment)"
"980","Bon rapport qualité prix - Toujours un plaisir de commander sur le site. Par contre pour cette commande l'emballage du colis était défectueux bien qu'il y avait tous les articles et ils étaient tous en Bon état.","3","Positif","Moyenne","Aucun","False","Signal positif: bon rapport qualité"
"981","Rapide aucun probleme","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"982","Achat d'un chemisier de marque italienne en taille 48 équivalent FR 44
de bonne qualité.","4","Positif","Moyenne","Aucun","False","Signal positif: bonne qualité"
"983","Showroom privé propose des produits et des marques toujours intéressantes !","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"984","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"985","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"986","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"987","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"988","J’ai apprécié La marque la qualité des articles la disponibilité des tailles la rapidité du traitement de la commande","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"989","Livraison rapide article conforme à la description","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"990","Tout s’est bien passé","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"991","Rapide et de qualité - Livraison dans les délais prévus","5","Positif","Moyenne","Aucun","False","Signal positif: livraison dans les délais"
"992","Parfait, réponse rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"993","délai de livraison parfait","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"994","Commande conforme à mes attentes","5","Positif","Moyenne","Aucun","False","Signal positif: commande conforme"
"995","Satisfaite de mes 2 commandes HOKA & LAGUIOLE aussi bien sur la qualité, que sur les prix sans concurrence !","5","Positif","Moyenne","Aucun","False","Signal positif: satisfait"
"996","Bonne transaction - Colis arrivé très vite pour une vente privée ! Les articles sont de belles qualités avec une bonne remise. Je considère que j'ai fait une bonne affaire","5","Positif","Moyenne","Aucun","False","Signal positif: bonne affaire"
"997","Commande expédiée très vite. La qualité est là rien à dire. Merci aux vendeurs.
Mon fils pré ado qui est très exigeant et super content de ses habits. Je recommande","5","Positif","Haute","Aucun","False","Satisfaction claire: rien à dire"
"998","Качественные вещи,честность,быстрая доставка.большой ассортимент","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"999","Colis en bon état arrivé dans les temps","5","Positif","Moyenne","Aucun","False","Signal positif: dans les temps"
"1000","Un site de vente privée 5* - J'achète régulièrement sur ce site de vente privée et depuis de nombreuses années.

Je n'ai jamais eu aucune surprise sur les produits achetés, j'ai même eu l'opportunité de tester un renvoi suite à erreur de taille et tout s'est déroulé correctement.","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1001","Service client excellent! - J'ai effectué plusieurs commandes chez showroomprive non seulement les prix sont attractifs mais surtout ils ont un service client irréprochable. Il m'est arrivé de devoir les contacter et ils ont systématiquement une solution à proposer une solution adaptée. C'est très appréciable. Super service client comparé à certaines autres marques. Bravo à vous et merci encore","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1002","Tip Top comme sur la commande.","5","Positif","Haute","Aucun","False","Satisfaction claire: tip top"
"1003","Commande reçue à la date prevue","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1004","Livraison très rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison très rapide"
"1005","Choix , livraison. Juste magique","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1006","Très bien - Commande conforme. Livraison rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1007","Aucun problème service livraison rapide","5","Positif","Haute","Avis mixte","True","Corrigé: Négatif → Positif (incohérence rating/sentiment)"
"1008","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1009","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1010","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1011","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1012","Toujours satisfaite de showroomprivé
Les prix sont corrects
Les commandes arrivent aux dates prévues","5","Positif","Haute","Aucun","False","Satisfaction claire: toujours satisfait"
"1013","De bonnes économies sur de bonnes marques et le choix des tailles qui restent en stock (genre taille L ou 44)
Des produits de luxe à des prix raisonnables","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1014","Commande parfaite rien à redire","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1015","Une commande recue rapidement et un produit de bonne facture.","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1016","tres fiable - j'ai vérifié le prix sur la concurrence et effectivement le rabais accordé était en cohérence. rapidité de la livraison et produit conforme à ma commande.","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1017","Excellent - Je trouve toujours mon bonheur a des prix très attractifs","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1018","Livraison conforme à mes attentes","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1019","L’un de mes sites préférés dans le domaine, moi j’adore les bonnes affaires et un service client au top, 👌 je commande sur ce site depuis des années et il ne fait que s’améliorer. A cause d’eux je vais devenir pauvre 😅 achetez en toute confiance 😴","5","Positif","Haute","Aucun","False","Satisfaction claire: service client au top"
"1020","Produit conforme, prix imbattable et livraison rapide.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1021","Rien à redire","5","Positif","Haute","Aucun","False","Satisfaction claire: rien à redire"
"1022","Le service client sont toujours à la hauteur de répondre aux besoins du client - Le service client sont toujours à l’écoute et réagissent rapidement sur la moindre faute","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1023","Sublimes lunettes de soleil Alexander Mcqueen
Colis bien organisé
Livraison avec suivi 5/5*****","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1024","Bon site - Bon produit, bon prix.
Excellent site de vente en ligne. Et en plus une livraison rapide.","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1025","Très beaux produit","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1026","Parfaite - Les prix attractif.
Le sérieux par rapport à la concurrence.
La rapidité de livraison.","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1027","Je n’ai eu aucun problème. Tout s’est bien passé de la commande à la livraison","5","Positif","Haute","Aucun","False","Corrigé: Négatif → Positif (Contenu entièrement positif malgré label erroné)"
"1028","Tarif - Très satisfaite des prix","5","Positif","Haute","Aucun","False","Satisfaction claire: très satisfait"
"1029","Commande reçu au top mais livraison assez longue et frais de port à payer","5","Positif","Haute","Aucun","False","Satisfaction claire: au top"
"1030","J’ai conf à showroom depuis plus de 10 ans - Les commandes sont expédiés rapidement, une commande de couettes le sac est bien assurée après 3 mois de livraison lié au défaut du produit. Très satisfait.","5","Positif","Haute","Aucun","False","Satisfaction claire: très satisfait"
"1031","Conforme a la description","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1032","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1033","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1034","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1035","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1036","Excellente expérience","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1037","J’adore l’application SHOWROOMPRIVE je commande souvent il y a de vrai pépite et à bon prix je recommande à 300%","5","Positif","Haute","Aucun","False","Satisfaction claire: je recommande"
"1038","Excellence pure!","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1039","Satisfaction à chaque commande - Achat à chaque commande, qui correspond à ce que j'attends... articles de qualité à prix très attractifs.prix livraison raisonnable pour certains articles et livraison rapide...POUR LES LIVRAISONS EXPRESS","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1040","Super prix,Super produit.

Merci pour tout","5","Positif","Moyenne","Aucun","False","Signal positif: super"
"1041","Très bonnes marques,prix très intéressants,livraison rapide.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1042","RAS ! - Excellent achat, mode de livraison efficace et rapide!","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1043","bien reçu la commande ,article de bonne qualité ,livraison très rapide emballage de bonne qualité.....","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison très rapide"
"1044","Livraison dans les temps","5","Positif","Moyenne","Aucun","False","Signal positif: dans les temps"
"1045","Articles conformes à la commande. Bonne taille et excellente qualité.","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1046","Rapide , top 👍","5","Positif","Moyenne","Aucun","False","Signal positif: top"
"1047","Bcp de marques avec un tres bon rapport qualité prix. Livraisons un peu couteuses surtout si on prends sur plusieurs ventes car pas de tarifs pour achats groupes","5","Positif","Moyenne","Aucun","False","Signal positif: bon rapport qualité"
"1048","Top très professionnels - Top très professionnel","5","Positif","Moyenne","Aucun","False","Signal positif: top"
"1049","Je suis très satisfait de mon achat car rien à dire sur le produit commandé et le délais de livraison a été respecté.","5","Positif","Haute","Aucun","False","Satisfaction claire: très satisfait"
"1050","Articles parfaits.","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1051","Niveau commande pas de problème 👍
Date bien respecté.
Par contre nous avons tombé sur un livreur vraiment pas sympathique 😵‍💫😵‍💫
Pour les produits ça va pour le moment à voir dans le temps.
Par contre les chaises un peu compliqué à monté 😆","5","Positif","Haute","Aucun","False","Corrigé: Négatif → Positif (incohérence rating/sentiment)"
"1052","Commande passée rapidement et livrée dans le délai annoncé","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1053","Super rapport qualité prix","5","Positif","Haute","Aucun","False","Satisfaction claire: super rapport"
"1054","Livraison rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1055","Très bonne commande, article conforme à la description. Livraison très rapide et le prix très très intéressant. Je recommande comme toujours.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison très rapide"
"1056","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1057","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1058","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1059","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1060","Parfait - Article reçu rapidement. Le site proposait une belle réduction. Je suis satisfaite de ma commande","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1061","Rein à dire au top","5","Positif","Haute","Aucun","False","Satisfaction claire: au top"
"1062","Délai respecté et rapide","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1063","serieux jamais de problème - serieux - rapide - remboursement facile-parfait","5","Positif","Haute","Avis mixte","True","Corrigé: Négatif → Positif (incohérence rating/sentiment)"
"1064","Produits correspondants bien à la commande. Livraison rapide.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1065","Ravie de mon achat","5","Positif","Haute","Aucun","False","Satisfaction claire: ravie"
"1066","Cette fois mon avis concerne le service client
Après l'achat des bijoux just cavalli et une bague qui a tres vite perdu sa couleur dorée
J'ai contactée le service client Showroomprive.com
Qui ma répondu le jour même et ma conseiller de contacté la marque
.j'espère que la marque just cavalli reprendra le suivi avec autant bienveillance ....merci d'avance !5/5****","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1067","Livraison respectée .
Choix
Variété de marque","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1068","Très Bien merci","5","Positif","Moyenne","Aucun","False","Signal positif: très bien"
"1069","Bonnes expériences - Bien.
L'emballage est toutefois léger lorsqu'on a des articles fragiles.","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1070","Tout s est bien passé - Tout d edt bien passé. Articles conformes","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1071","Prix attractifs et remises réelles en comparaison aux prix commerçants.
Produits de qualité et frais de livraison raisonnables.","5","Positif","Moyenne","Aucun","False","Signal positif: prix attractif"
"1072","Commande livrée dans les temps","5","Positif","Moyenne","Aucun","False","Signal positif: dans les temps"
"1073","Rien à redire toujours aussi parfait. Les prix sont très compétitifs et la livraison au top!!!!","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1074","Commande respectueuse - Produits avec un bon délai et suivi d'acheminement.
Conforme à la commande.
Très bonne qualité, emballage correct.","5","Positif","Moyenne","Aucun","False","Signal positif: bonne qualité"
"1075","Très contente colis arrivé très vite je recommande, contente de ma commande merci","5","Positif","Haute","Aucun","False","Satisfaction claire: très content"
"1076","Articles de très bonnes qualités prix attractifs et rapidité de livraison conforme","5","Positif","Moyenne","Aucun","False","Signal positif: prix attractif"
"1077","Je recommande les yeux fermés - Je commande régulièrement sur ce site , chaques articles reçus respectent les qualités des marques , ils sont officiels, de qualité similaires à ceux en magasins.
Réception rapide +5j en général
Service client réactif
Je n'ai jamais eu de problèmes particuliers et je compte continuer à passer commande régulièrement il y a car des nombreuses ventes avec des rabais très intéressants","5","Positif","Haute","Service client","True","Corrigé: Négatif → Positif (Recommandation explicite, contenu positif)"
"1078","produits exactement conformes à la description
je suis ravie","5","Positif","Haute","Aucun","False","Satisfaction claire: ravie"
"1079","Livraison au top. Produit très bien emballé et conforme à la photo
Je recommande ce site les yeux fermés pour leur sérieux","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison au top"
"1080","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1081","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1082","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1083","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1084","Les livraisons des articles commandés sont trop longues.","5","Négatif","Haute","Livraison retardée","False","Corrigé: Positif → Négatif (Seul contenu = livraison trop longue : Négatif pur)"
"1085","Satisfaite à chaque fois. - J'ai fait plusieurs fois mes achats par Showroomprivé et j'ai à chaque fois été très satisfaite. La seule fois où le produit ne m'a pas convenu, il n'y a eu aucun problème pour le renvoyer et être remboursée.
Je ne peux citer ni les dates ni les références.","5","Positif","Moyenne","Avis mixte","True","Satisfaction claire: très satisfait"
"1086","Des produits d'excellentes qualités, des marques nationales, livraisons dans les temps avec un très bon suivi. Je recommande vivement showroom.","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1087","Je suis cliente de showroom depuis…longtemps - Je suis cliente de showroom depuis quelques années et j'ai toujours été satisfaite de mes achats
J'achète des produits dont je connais la marque et je profite de prix très bas par rapport à ceux des commerces je suis donc satisfaite et gagnante","5","Positif","Moyenne","Aucun","False","Signal positif: satisfait"
"1088","Livraison rapide et soignée.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1089","Produits toujours au top et livraison rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1090","Livraison parfaite après la commande: je recommande le sérieux de Showroomprive!","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1091","prix très atractif","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1092","Livraison dans les temps. Articles conformes à la description. De bonne qualité. Je recommande.","5","Positif","Haute","Aucun","False","Satisfaction claire: je recommande"
"1093","Trés bien, livraison rapide,colis bien emballé .","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1094","Le top du top !
J'adore et recommande showroomprivé 👍","5","Positif","Haute","Aucun","False","Satisfaction claire: j'adore"
"1095","Produits conformes à la commande
Délais de livraison plus long que prévu…","5","Neutre","Moyenne","Livraison retardée","False","Corrigé: Négatif → Neutre (Avis mixte : conformité ok + délais plus longs que prévu)"
"1096","Délai très court .Matériel correspondant à mon attente","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1097","Chaussures conforme à ma commande qualité prix abordables delais livraisons comme convenu","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1098","Satisfaite","5","Positif","Moyenne","Aucun","False","Signal positif: satisfait"
"1099","Ravi de mes achats, merci","5","Positif","Haute","Aucun","False","Satisfaction claire: ravi"
"1100","Expérience positive - Prestation rapide et livraison impeccable","5","Positif","Haute","Aucun","False","Satisfaction claire: impeccable"
"1101","Livraison rapide,prix et qualité corrects.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1102","Produits de grande qualité au prix très intéressant. Livraison rapide","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1103","Rien a dire toujours satisfait","5","Positif","Haute","Aucun","False","Satisfaction claire: rien a dire"
"1104","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1105","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1106","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1107","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1108","Expédition rapide et produits conformes","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1109","RAS tout était très bien merci 🙏","5","Positif","Moyenne","Aucun","False","Signal positif: très bien"
"1110","Bon service - Good services","5","Positif","Moyenne","Aucun","False","Signal positif: bon service"
"1111","Un produit perdu et un remboursement sans probleme bravo showroom prive
Personnel efficace et tres aimable","5","Positif","Haute","Aucun","False","Satisfaction claire: bravo"
"1112","Service client facilement joignable et compétent.","5","Positif","Moyenne","Aucun","False","Signal positif: facile"
"1113","Je commandait toujours chez showroom privé et maintenant il ne font plus l'abonnement infinity qui me permettait de faire des économies au niveau de l'envoie des colis car je commande beaucoup et je pense que je trouverais ailleurs des sites comme celui là car c'est une réelle économique quand on voit tout se qui augmente Merci","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1114","très satisfaite des produits et de la livraison","5","Positif","Haute","Aucun","False","Satisfaction claire: très satisfait"
"1115","LIVRAISON RAPIDE CONFORME A LA COMMANDE - Chaises livrées en avance sur les délais.
Articles conformes au descriptif. Très confortables.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1116","Efficacité - J'apprécie beaucoup la rapidité de la livraison. Les ventes sont très diversifiées, il y en a pour tous les budgets.","5","Positif","Moyenne","Aucun","False","Signal positif: j'apprécie"
"1117","LIVRAISON. PRODUIT DE QUALITE","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1118","Le produit était conforme à mes attentes avec un prix intéressant.Le délais de livraison était rapide et le choix des points relais sont nombreux.","5","Positif","Moyenne","Aucun","False","Signal positif: prix intéressant"
"1119","Livraison rapide. Produits satisfaisant et bien emballé.","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1120","Site sérieux, commande reçue plus vite que prévue, très satisfaite de ma commande.","5","Positif","Haute","Aucun","False","Satisfaction claire: très satisfait"
"1121","Pas de surprise avec Showroomprivé. La commande est simple à réaliser et les délais dont respectés. C'est tellement facile qu'on peut devenir vite accro!!","5","Positif","Moyenne","Aucun","False","Signal positif: facile"
"1122","Livraison super rapide - Colis arrivé en avance au point relais. Conforme a la description.","5","Positif","Moyenne","Aucun","False","Signal positif: super"
"1123","Produit de qualité, prix super intéressant. Livraison rapide.
Top !","5","Positif","Haute","Aucun","False","Satisfaction claire: livraison rapide"
"1124","Je suis contente du produit que j'ai reçu. Le délai à été respecté aussi","5","Positif","Moyenne","Aucun","False","Signal positif: content"
"1125","Bon rapport qualité prix","5","Positif","Moyenne","Aucun","False","Signal positif: bon rapport qualité"
"1126","J'aime trop commander sur ce site.","5","Positif","Moyenne","Aucun","False","Signal positif: j'aime"
"1127","Rapport qualité prix excellent, bon descriptif des produits, aide en ligne pour trouver sa taille par rapport à une marque,délai de livraison respect,colis toujours bien fait et le transporteur Mondial Relay est parfait, le colis est toujours parfait à la réception","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1128","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1129","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1130","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1131","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1132","Transaction excellente","5","Positif","Haute","Aucun","False","Satisfaction claire: excellent"
"1133","C'est un site ou j'achète beaucoup, énormément de bonnes affaires je ne peux plus m'en passer !","5","Positif","Moyenne","Aucun","False","Signal positif: bonnes affaires"
"1134","Très joli paréo ! Tommy c'est une super marque, moderne et de très belle qualité.","5","Positif","Haute","Aucun","False","Satisfaction claire: très belle qualité"
"1135","Plein de bon plan","5","Positif","Moyenne","Aucun","False","Signal positif: bon plan"
"1136","cela fait longtemps que je commande à SHOWROOMPRIVE, site que je recommande vivement aux personnes qui veulent faire des affaires, beaucoup de marques à des prix défiant toute concurrence, je suis entièrement satisfaite, mes cadeaux plaisent toujours...","5","Positif","Haute","Aucun","False","Satisfaction claire: je recommande vivement"
"1137","Achat facile et qui correspond bien aux photos du site.","5","Positif","Moyenne","Aucun","False","Signal positif: facile"
"1138","C’est tellement rare qu’un site livre mon île quand le site propose ce service c’est vraiment bien","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1139","Parfait je recommande","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1140","beaux couteaux","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1141","Rien à dire, c´est parfait - Livraison rapide, produit conforme, c´est parfait","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1142","livraison conforme et bien emballes","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1143","Tout s’est très bien passé comme d'habitude","5","Positif","Moyenne","Aucun","False","Signal positif: très bien"
"1144","Ventes privées adorées , frais de port assez sages","5","Positif","Faible","Aucun","False","Note 5/5, satisfaction implicite"
"1145","Achat simple envoi rapide, produit conforme à ma commande, parfait","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1146","livraison très rapide, colis en parfait état, produit correspondant à la commande.","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1147","J’ai particulièrement apprécié le suivi de livraison, qui était clair et précis à chaque étape. Le produit reçu correspondait parfaitement à la description et la qualité était au rendez-vous. Les délais de livraison ont également été respectés.

Globalement, cette expérience m’a laissé une très bonne impression, et je n’hésiterais pas à recommander Showroomprivé
pour son sérieux et la qualité de son service.","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1148","produit conforme, tarif raissonable, livraison dans les temps.","5","Positif","Moyenne","Aucun","False","Signal positif: dans les temps"
"1149","Nickel 👌 super 👍","5","Positif","Haute","Aucun","False","Satisfaction claire: nickel"
"1150","Très bon site avec beaucoup de choix et prix attractif","5","Positif","Moyenne","Aucun","False","Signal positif: bon site"
"1151","Commande sac à main - Commande reçue avant les délais annoncés. Produit conforme à l'annonce et parfaitement emballé.","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1152","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1153","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1154","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1155","","5","Positif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"1156","Tout est parfait","5","Positif","Haute","Aucun","False","Satisfaction claire: parfait"
"1157","Super rien à dire","5","Positif","Haute","Aucun","False","Satisfaction claire: rien à dire"
"1158","Service au Top !","5","Positif","Haute","Aucun","False","Satisfaction claire: au top"
"1159","Du choix, de la qualité, des prix - Du choix, de la qualité, de bons prix, vraiment, je recommande !","5","Positif","Haute","Aucun","False","Satisfaction claire: je recommande"
"1160","service apres vente ( suivi par karim ) au top","5","Positif","Haute","Aucun","False","Satisfaction claire: au top"
